policy,event,op,req_bytes,utilization,cur_inuse_bytes,overhead_bytes
BEST_FIT,337,free,0,0.4993511438,33510888,65888
BEST_FIT,338,malloc,3760,0.4859590530,32612160,65920
BEST_FIT,339,malloc,7856,0.5312281847,35650120,67904
BEST_FIT,340,malloc,19787,0.5807503462,38973496,69824
BEST_FIT,341,malloc,62611,0.6286034584,42184864,71648
BEST_FIT,342,malloc,18394,0.6827739477,45820184,74112
BEST_FIT,343,malloc,58871,0.7319690585,49121612,76384
BEST_FIT,344,malloc,41202,0.7799520493,52341696,78720
BEST_FIT,345,malloc,23922,0.8316472769,55810904,81312
BEST_FIT,346,malloc,25508,0.8794834614,59021136,84096
BEST_FIT,347,malloc,25110,0.9319107533,62539472,86912
BEST_FIT,348,malloc,29247,0.9787016511,65679556,89696
BEST_FIT,349,malloc,3819,0.9848025441,66088980,90656
BEST_FIT,350,malloc,7962,0.9887241125,66352152,91328
BEST_FIT,351,malloc,65392,0.9911537766,66515204,91936
BEST_FIT,352,malloc,26348,0.9928170443,66626824,92352
BEST_FIT,353,malloc,35177,0.9942600727,66723664,92704
BEST_FIT,354,malloc,41468,0.9946383834,66749052,92896
BEST_FIT,355,malloc,10908,0.9947703481,66757908,92960
BEST_FIT,356,malloc,57466,0.9949083924,66767172,93056
BEST_FIT,357,malloc,50481,0.9950253367,66775020,93152
BEST_FIT,358,free,0,0.5092238188,34173432,69056
BEST_FIT,359,free,0,0.4639456272,31134864,62656
BEST_FIT,360,free,0,0.4144151211,27810928,56352
BEST_FIT,361,free,0,0.3665544391,24599052,49984
BEST_FIT,362,free,0,0.3123789430,20963396,43680
BEST_FIT,363,free,0,0.2631778717,17661568,37408
BEST_FIT,364,free,0,0.2151890397,14441092,31296
BEST_FIT,365,free,0,0.1634895205,10971596,25184
BEST_FIT,366,free,0,0.1156507730,7761192,19520
BEST_FIT,367,free,0,0.0632210374,4242692,14144
BEST_FIT,368,free,0,0.0103269219,693028,7360
BEST_FIT,369,free,0,0.0064035058,429732,5504
BEST_FIT,370,malloc,17988,0.0002680421,17988,64
BEST_FIT,371,malloc,62319,0.0499291420,3350688,3264
BEST_FIT,372,malloc,56986,0.0987992883,6630308,6464
BEST_FIT,373,malloc,40172,0.1469385624,9860880,9664
BEST_FIT,374,malloc,63063,0.1946971416,13065904,12864
BEST_FIT,375,malloc,51290,0.2520773411,16916624,16064
BEST_FIT,376,malloc,29846,0.2995467186,20102240,19264
BEST_FIT,377,malloc,51968,0.3496401310,23463952,22464
BEST_FIT,378,malloc,6840,0.3986139297,26750528,25664
BEST_FIT,379,malloc,7640,0.4525350332,30369112,28864
BEST_FIT,380,malloc,26045,0.4983643889,33444668,32064
BEST_FIT,381,malloc,54279,0.5526775122,37089560,35264
BEST_FIT,382,malloc,6208,0.6048783660,40592700,38464
BEST_FIT,383,malloc,6347,0.6521610618,43765788,41664
BEST_FIT,384,malloc,27647,0.7014148831,47071156,44864
BEST_FIT,385,malloc,16532,0.7503798008,50357136,48064
BEST_FIT,386,malloc,28278,0.8000651598,53691464,51264
BEST_FIT,387,malloc,35920,0.8491255641,56983852,54464
BEST_FIT,388,malloc,47294,0.8995541930,60368060,57664
BEST_FIT,389,malloc,6143,0.9487948418,63672544,60864
BEST_FIT,390,malloc,57691,0.9962708354,66858604,64064
BEST_FIT,391,malloc,34886,0.9990296960,67043748,64352
BEST_FIT,392,malloc,55775,0.9990385771,67044344,64384
BEST_FIT,393,malloc,56840,0.9990385771,67044344,64384
BEST_FIT,394,malloc,22668,0.9990385771,67044344,64384
BEST_FIT,395,malloc,20244,0.9990385771,67044344,64384
BEST_FIT,396,malloc,1958,0.9990385771,67044344,64384
BEST_FIT,397,malloc,1994,0.9990385771,67044344,64384
BEST_FIT,398,malloc,16902,0.9990385771,67044344,64384
BEST_FIT,399,malloc,52002,0.9990385771,67044344,64384
BEST_FIT,400,malloc,24933,0.9990385771,67044344,64384
BEST_FIT,401,malloc,10905,0.9990385771,67044344,64384
BEST_FIT,402,malloc,61338,0.9990385771,67044344,64384
BEST_FIT,403,malloc,25312,0.9990385771,67044344,64384
BEST_FIT,404,malloc,53875,0.9990385771,67044344,64384
BEST_FIT,405,malloc,5752,0.9990385771,67044344,64384
BEST_FIT,406,malloc,35196,0.9990385771,67044344,64384
BEST_FIT,407,malloc,13885,0.9990385771,67044344,64384
BEST_FIT,408,malloc,40740,0.9990385771,67044344,64384
BEST_FIT,409,malloc,5531,0.9990385771,67044344,64384
BEST_FIT,410,free,0,0.9987705350,67026356,64384
BEST_FIT,411,free,0,0.9724843502,65262320,64384
BEST_FIT,412,free,0,0.9475548267,63589328,64384
BEST_FIT,413,free,0,0.9255805612,62114660,64384
BEST_FIT,414,free,0,0.9023153186,60553356,64384
BEST_FIT,415,free,0,0.8754764795,58752232,64384
BEST_FIT,416,free,0,0.8500483632,57045780,64384
BEST_FIT,417,free,0,0.8229277134,55225744,64384
BEST_FIT,418,free,0,0.7960661054,53423092,64384
BEST_FIT,419,free,0,0.7690982819,51613312,64384
BEST_FIT,420,free,0,0.7466375232,50105996,64384
BEST_FIT,421,free,0,0.7178883553,48176672,64384
BEST_FIT,422,free,0,0.6937417984,46556224,64384
BEST_FIT,423,free,0,0.6698257327,44951244,64384
BEST_FIT,424,free,0,0.6446565986,43262172,64384
BEST_FIT,425,free,0,0.6202240586,41622532,64384
BEST_FIT,426,free,0,0.5978380442,40120232,64384
BEST_FIT,427,free,0,0.5722662210,38404136,64384
BEST_FIT,428,free,0,0.5467486382,36691680,64384
BEST_FIT,429,free,0,0.5251265764,35240648,64384
BEST_FIT,430,free,0,0.5006490946,33597992,64384
BEST_FIT,431,malloc,36212,0.4999521375,33551220,64320
BEST_FIT,432,malloc,22030,0.5533953905,37137736,66208
BEST_FIT,433,malloc,37001,0.6023118496,40420464,68224
BEST_FIT,434,malloc,41912,0.6491775513,43565568,70528
BEST_FIT,435,malloc,60870,0.7004266381,47004836,72640
BEST_FIT,436,malloc,40170,0.7522686124,50483892,75008
BEST_FIT,437,malloc,14936,0.8005211949,53722068,77472
BEST_FIT,438,malloc,19470,0.8472115397,56855404,80160
BEST_FIT,439,malloc,47359,0.8926218152,59902836,82848
BEST_FIT,440,malloc,59456,0.9402337074,63098016,85728
BEST_FIT,441,malloc,3142,0.9650607109,64764128,87808
BEST_FIT,442,malloc,49775,0.9894855618,66403252,89920
BEST_FIT,443,malloc,47305,0.9925070405,66606020,90464
BEST_FIT,444,malloc,19918,0.9930019975,66639236,90624
BEST_FIT,445,malloc,21183,0.9932448268,66655532,90688
BEST_FIT,446,malloc,4760,0.9934703112,66670664,90752
BEST_FIT,447,malloc,24731,0.9936121106,66680180,90816
BEST_FIT,448,malloc,53642,0.9938696623,66697464,90912
BEST_FIT,449,malloc,42072,0.9940401316,66708904,90976
BEST_FIT,450,malloc,61924,0.9942897558,66725656,91104
BEST_FIT,451,free,0,0.4945015311,33185436,67456
BEST_FIT,452,free,0,0.4410485625,29598268,61056
BEST_FIT,453,free,0,0.3921232224,26314944,54688
BEST_FIT,454,free,0,0.3452523351,23169492,48352
